LinkRef,LinkDescription,Date,TimePeriod,AverageJT,AverageSpeed,DataQuality,LinkLength,Flow
AL2471,A40 between A4137 and A49 (AL2471),7/3/2014 0:00,60,294.05,93.78,1,7.659999847,216.75
AL2471,A40 between A4137 and A49 (AL2471),7/3/2014 0:00,61,285.38,96.63,1,7.659999847,238.5
AL2471,A40 between A4137 and A49 (AL2471),7/3/2014 0:00,62,280.53,98.3,1,7.659999847,235
AL2471,A40 between A4137 and A49 (AL2471),7/3/2014 0:00,63,294.7,93.57,1,7.659999847,235.25
AL2471,A40 between A4137 and A49 (AL2471),7/3/2014 0:00,64,278.44,99.04,1,7.659999847,237.75
AL2471,A40 between A4137 and A49 (AL2471),7/3/2014 0:00,65,284.94,96.78,1,7.659999847,249
AL2471,A40 between A4137 and A49 (AL2471),7/3/2014 0:00,66,286.38,96.29,1,7.659999847,244.75
AL2471,A40 between A4137 and A49 (AL2471),7/3/2014 0:00,67,284.27,97.01,1,7.659999847,239
AL2471,A40 between A4137 and A49 (AL2471),7/3/2014 0:00,68,271.82,101.45,1,7.659999847,237.75
AL2471,A40 between A4137 and A49 (AL2471),7/3/2014 0:00,69,294.87,93.52,1,7.659999847,231.75
AL2471,A40 between A4137 and A49 (AL2471),7/3/2014 0:00,70,281.44,97.98,1,7.659999847,215.75
AL2471,A40 between A4137 and A49 (AL2471),7/3/2014 0:00,71,291.76,94.52,1,7.659999847,211.5
AL2471,A40 between A4137 and A49 (AL2471),7/3/2014 0:00,72,282.23,97.71,1,7.659999847,190.25
AL2471,A40 between A4137 and A49 (AL2471),7/3/2014 0:00,73,263.72,104.57,1,7.659999847,180.75
AL2471,A40 between A4137 and A49 (AL2471),7/3/2014 0:00,74,250.95,109.89,1,7.659999847,160.25
AL2471,A40 between A4137 and A49 (AL2471),7/3/2014 0:00,75,261.62,105.4,1,7.659999847,143.75
AL2471,A40 between A4137 and A49 (AL2471),7/3/2014 0:00,76,263.59,104.62,1,7.659999847,148
AL2471,A40 between A4137 and A49 (AL2471),7/3/2014 0:00,77,269.2,102.44,1,7.659999847,130.5
AL2471,A40 between A4137 and A49 (AL2471),7/3/2014 0:00,78,270.83,101.82,1,7.659999847,122.75
AL2471,A40 between A4137 and A49 (AL2471),7/3/2014 0:00,79,268.15,102.84,1,7.659999847,107
AL2471,A40 between A4137 and A49 (AL2471),7/3/2014 0:00,80,269.61,102.28,1,7.659999847,93
AL2471,A40 between A4137 and A49 (AL2471),7/3/2014 0:00,81,266.25,103.57,1,7.659999847,90.5
AL2471,A40 between A4137 and A49 (AL2471),7/3/2014 0:00,82,258.1,106.84,1,7.659999847,80
AL2471,A40 between A4137 and A49 (AL2471),7/3/2014 0:00,83,260.64,105.8,1,7.659999847,74
AL2471,A40 between A4137 and A49 (AL2471),7/3/2014 0:00,84,291.03,94.75,1,7.659999847,61
AL2471,A40 between A4137 and A49 (AL2471),7/3/2014 0:00,85,252.88,109.05,1,7.659999847,62
AL2471,A40 between A4137 and A49 (AL2471),7/3/2014 0:00,86,251.64,109.59,1,7.659999847,56
AL2471,A40 between A4137 and A49 (AL2471),7/3/2014 0:00,87,266.78,103.37,1,7.659999847,43.5
AL2471,A40 between A4137 and A49 (AL2471),7/3/2014 0:00,88,285.11,96.72,1,7.659999847,49
AL2471,A40 between A4137 and A49 (AL2471),7/3/2014 0:00,89,288.93,95.44,1,7.659999847,39.5
AL2471,A40 between A4137 and A49 (AL2471),7/3/2014 0:00,90,281.27,98.04,1,7.659999847,44
AL2471,A40 between A4137 and A49 (AL2471),7/3/2014 0:00,91,302.94,91.03,1,7.659999847,35.5
AL2471,A40 between A4137 and A49 (AL2471),7/3/2014 0:00,92,305.21,90.35,1,7.659999847,31.25
AL2471,A40 between A4137 and A49 (AL2471),7/3/2014 0:00,93,305.21,90.35,1,7.659999847,25
AL2471,A40 between A4137 and A49 (AL2471),7/3/2014 0:00,94,282.21,97.71,1,7.659999847,23.5
AL2471,A40 between A4137 and A49 (AL2471),7/3/2014 0:00,95,272.13,101.33,1,7.659999847,19.5
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,0,319.38,86.34,1,7.659999847,16.25
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,1,270.24,102.04,1,7.659999847,12.75
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,2,325.05,84.84,1,7.659999847,15.75
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,3,325.05,84.84,2,7.659999847,14.75
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,4,320.51,86.04,2,7.659999847,13
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,5,319.38,86.34,2,7.659999847,13.5
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,6,319.38,86.34,1,7.659999847,14
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,7,325.68,84.67,1,7.659999847,13
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,8,347.05,79.46,2,7.659999847,11
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,9,357.73,77.09,1,7.659999847,13.5
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,10,338.11,81.56,2,7.659999847,13
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,11,298.87,92.27,1,7.659999847,12.5
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,12,315.84,87.31,2,7.659999847,12
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,13,332.81,82.86,1,7.659999847,13.5
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,14,333.24,82.75,1,7.659999847,18.5
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,15,331.98,83.07,2,7.659999847,17.5
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,16,330.72,83.38,1,7.659999847,18
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,17,263.96,104.47,1,7.659999847,20.5
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,18,271.02,101.75,1,7.659999847,26
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,19,286.28,96.33,1,7.659999847,34.5
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,20,279.77,98.57,1,7.659999847,39.5
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,21,267.89,102.94,1,7.659999847,46.5
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,22,327.48,84.21,1,7.659999847,54.5
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,23,268.35,102.76,1,7.659999847,62.5
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,24,280.32,98.37,1,7.659999847,71
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,25,257.84,106.95,1,7.659999847,91
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,26,256.98,107.31,1,7.659999847,116.5
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,27,268.52,102.7,1,7.659999847,137
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,28,261.87,105.3,1,7.659999847,133.5
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,29,271.25,101.66,1,7.659999847,163.5
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,30,271.84,101.44,1,7.659999847,188
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,31,286.24,96.34,1,7.659999847,219.5
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,32,286.44,96.27,1,7.659999847,206
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,33,281.24,98.05,1,7.659999847,216
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,34,268,102.9,1,7.659999847,202.5
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,35,291.75,94.52,1,7.659999847,208
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,36,301.66,91.41,1,7.659999847,196
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,37,284.52,96.92,1,7.659999847,205.5
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,38,280.69,98.24,1,7.659999847,198.5
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,39,283.73,97.19,1,7.659999847,214
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,40,291.37,94.64,1,7.659999847,229.5
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,41,280.42,98.34,1,7.659999847,233.5
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,42,291.24,94.68,1,7.659999847,244.5
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,43,293.08,94.09,1,7.659999847,251
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,44,286.45,96.27,1,7.659999847,266
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,45,296.97,92.86,1,7.659999847,252.5
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,46,297.1,92.82,1,7.659999847,256.5
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,47,311.52,88.52,1,7.659999847,259
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,48,294.21,93.73,1,7.659999847,252.5
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,49,286.92,96.11,1,7.659999847,251
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,50,291.94,94.46,1,7.659999847,251.5
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,51,292.92,94.14,1,7.659999847,256
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,52,289.97,95.1,1,7.659999847,261.5
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,53,282.85,97.49,1,7.659999847,265
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,54,284.49,96.93,1,7.659999847,250
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,55,288.71,95.51,1,7.659999847,270
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,56,286.55,96.23,1,7.659999847,271
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,57,288.52,95.58,1,7.659999847,255
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,58,284.37,96.97,1,7.659999847,253
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,59,291.8,94.5,1,7.659999847,265
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,60,291.79,94.51,1,7.659999847,251
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,61,289.5,95.25,1,7.659999847,270
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,62,274.97,100.29,1,7.659999847,261
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,63,286.97,96.09,1,7.659999847,260.5
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,64,309.61,89.07,1,7.659999847,249.5
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,65,280.56,98.29,1,7.659999847,256
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,66,296.49,93.01,1,7.659999847,248.5
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,67,287.28,95.99,1,7.659999847,265
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,68,285.57,96.56,1,7.659999847,255
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,69,294.73,93.56,1,7.659999847,246.5
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,70,284.33,96.99,1,7.659999847,241
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,71,282.02,97.78,1,7.659999847,233.5
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,72,278.35,99.07,1,7.659999847,228
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,73,277.81,99.26,1,7.659999847,206.5
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,74,266.79,103.36,1,7.659999847,201.5
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,75,279.81,98.55,1,7.659999847,181.5
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,76,280.01,98.48,1,7.659999847,171
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,77,270.58,101.91,1,7.659999847,168.5
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,78,279.15,98.79,1,7.659999847,161.5
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,79,270.03,102.12,1,7.659999847,134.5
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,80,265.88,103.72,1,7.659999847,119.5
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,81,269.34,102.38,1,7.659999847,112.5
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,82,262.88,104.9,1,7.659999847,97.5
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,83,267.37,103.14,1,7.659999847,80
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,84,281.94,97.81,1,7.659999847,77.5
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,85,285,96.76,1,7.659999847,61.5
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,86,280.12,98.44,1,7.659999847,55.5
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,87,316.78,87.05,1,7.659999847,54.5
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,88,308.8,89.3,1,7.659999847,44
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,89,274.02,100.63,1,7.659999847,41.5
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,90,261.42,105.49,1,7.659999847,50.5
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,91,251.97,109.44,1,7.659999847,34
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,92,343.29,80.33,1,7.659999847,32
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,93,292.95,94.13,1,7.659999847,31
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,94,295.44,93.34,1,7.659999847,27.5
AL2471,A40 between A4137 and A49 (AL2471),7/4/2014 0:00,95,286.62,96.21,1,7.659999847,25
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,0,285.25,96.67,3,7.659999847,19
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,1,298.8,92.29,3,7.659999847,18.5
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,2,299.85,91.97,3,7.659999847,18.5
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,3,280.23,98.4,2,7.659999847,14.5
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,4,280.23,98.4,2,7.659999847,15.5
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,5,280.23,98.4,1,7.659999847,12
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,6,280.23,98.4,2,7.659999847,12.5
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,7,371.66,74.2,2,7.659999847,12.5
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,8,371.66,74.2,1,7.659999847,9.5
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,9,325.94,84.6,2,7.659999847,11.5
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,10,280.23,98.4,1,7.659999847,12
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,11,369.14,74.7,1,7.659999847,11
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,12,351.08,78.55,2,7.659999847,11
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,13,342.05,80.62,1,7.659999847,13
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,14,342.05,80.62,1,7.659999847,14
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,15,322.53,85.5,1,7.659999847,9
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,16,324.73,84.92,2,7.659999847,12.5
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,17,326.94,84.35,1,7.659999847,11.5
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,18,253.86,108.63,1,7.659999847,12
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,19,253.86,108.63,2,7.659999847,14
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,20,293.55,93.94,2,7.659999847,20
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,21,293.55,93.94,1,7.659999847,19.5
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,22,253.86,108.63,1,7.659999847,24
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,23,255.75,107.82,1,7.659999847,28.5
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,24,265.91,103.7,2,7.659999847,30
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,25,281.14,98.09,1,7.659999847,42
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,26,246.93,111.68,1,7.659999847,51
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,27,248.19,111.11,1,7.659999847,66
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,28,277.8,99.27,1,7.659999847,69.5
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,29,267.72,103,1,7.659999847,75
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,30,267.8,102.97,1,7.659999847,92
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,31,266.36,103.53,1,7.659999847,103
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,32,256.2,107.63,1,7.659999847,110
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,33,259.5,106.27,1,7.659999847,125.5
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,34,270.86,101.81,1,7.659999847,149
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,35,276.34,99.79,1,7.659999847,155.5
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,36,277.99,99.2,1,7.659999847,167.5
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,37,292.98,94.12,1,7.659999847,186
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,38,280.77,98.22,1,7.659999847,189.5
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,39,289.85,95.14,1,7.659999847,201
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,40,281.06,98.11,1,7.659999847,223
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,41,288.15,95.7,1,7.659999847,223
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,42,286.54,96.24,1,7.659999847,216.5
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,43,284.83,96.82,1,7.659999847,227
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,44,282.49,97.62,1,7.659999847,228
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,45,280.47,98.32,1,7.659999847,233
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,46,284.61,96.89,1,7.659999847,208
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,47,290.42,94.95,1,7.659999847,211.5
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,48,281.59,97.93,1,7.659999847,223
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,49,272.65,101.14,1,7.659999847,204.5
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,50,286.53,96.24,1,7.659999847,196.5
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,51,287.43,95.94,1,7.659999847,188.5
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,52,276.66,99.67,1,7.659999847,175.5
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,53,295.41,93.35,1,7.659999847,183
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,54,279.6,98.63,1,7.659999847,168.5
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,55,279.26,98.75,1,7.659999847,169
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,56,262.54,105.04,1,7.659999847,168.5
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,57,280.13,98.44,1,7.659999847,170
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,58,261.9,105.29,1,7.659999847,178.5
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,59,276.98,99.56,1,7.659999847,162.5
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,60,274.77,100.36,1,7.659999847,159.5
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,61,279.03,98.83,1,7.659999847,163
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,62,278.19,99.13,1,7.659999847,157
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,63,282.78,97.52,1,7.659999847,152
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,64,275.26,100.18,1,7.659999847,151.5
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,65,274.12,100.6,1,7.659999847,164
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,66,290.7,94.86,1,7.659999847,143
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,67,277.81,99.26,1,7.659999847,140
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,68,274.71,100.38,1,7.659999847,152.5
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,69,269.72,102.24,1,7.659999847,141.5
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,70,289.22,95.35,1,7.659999847,142
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,71,259.33,106.34,1,7.659999847,143.5
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,72,254.79,108.23,1,7.659999847,133.5
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,73,271.06,101.73,1,7.659999847,132.5
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,74,268.69,102.63,1,7.659999847,128.5
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,75,269.86,102.19,1,7.659999847,116.5
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,76,258.36,106.73,1,7.659999847,94
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,77,265.21,103.98,1,7.659999847,102.5
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,78,259,106.47,1,7.659999847,85.5
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,79,270.51,101.94,1,7.659999847,85
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,80,257.06,107.27,1,7.659999847,70.5
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,81,258.27,106.77,1,7.659999847,65.5
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,82,264.73,104.17,1,7.659999847,60.5
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,83,278.08,99.17,1,7.659999847,64
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,84,265.46,103.88,1,7.659999847,52.5
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,85,249.73,110.42,1,7.659999847,47
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,86,256.41,107.55,1,7.659999847,40
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,87,274.4,100.5,1,7.659999847,37.5
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,88,283.5,97.27,1,7.659999847,40.5
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,89,299.94,91.94,1,7.659999847,41.5
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,90,260.22,105.97,1,7.659999847,39
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,91,284.73,96.85,1,7.659999847,32
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,92,302.96,91.02,1,7.659999847,32
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,93,331.93,83.08,1,7.659999847,32.5
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,94,298.38,92.42,1,7.659999847,29.5
AL2471,A40 between A4137 and A49 (AL2471),7/5/2014 0:00,95,298.38,92.42,2,7.659999847,22
AL2471,A40 between A4137 and A49 (AL2471),7/6/2014 0:00,0,322.53,85.5,1,7.659999847,17.5
AL2471,A40 between A4137 and A49 (AL2471),7/6/2014 0:00,1,322.53,85.5,2,7.659999847,19
AL2471,A40 between A4137 and A49 (AL2471),7/6/2014 0:00,2,300.16,91.87,2,7.659999847,16
AL2471,A40 between A4137 and A49 (AL2471),7/6/2014 0:00,3,277.8,99.27,2,7.659999847,14.5
AL2471,A40 between A4137 and A49 (AL2471),7/6/2014 0:00,4,277.8,99.27,1,7.659999847,14
AL2471,A40 between A4137 and A49 (AL2471),7/6/2014 0:00,5,289.77,95.17,1,7.659999847,9
AL2471,A40 between A4137 and A49 (AL2471),7/6/2014 0:00,6,289.77,95.17,2,7.659999847,9
AL2471,A40 between A4137 and A49 (AL2471),7/6/2014 0:00,7,314.34,87.73,2,7.659999847,9.5
AL2471,A40 between A4137 and A49 (AL2471),7/6/2014 0:00,8,314.34,87.73,1,7.659999847,7
AL2471,A40 between A4137 and A49 (AL2471),7/6/2014 0:00,9,314.34,87.73,2,7.659999847,7.5
